Name,Position,Height,Weight,Last Attended,Country
Jarred Vanderbilt,Forward,"'6'8""",214,Kentucky,USA
Ernie Vandeweghe,Forward,"'6'3""",195,Colgate,USA
Kiki Vandeweghe,Forward,"'6'8""",220,UCLA,USA
Nick Vanos,Center,"'7'1""",255,Santa Clara,USA
David Vanterpool,Guard,"'6'5""",200,St. Bonaventure,USA
Ratko Varda,Center,"'7'1""",265,Partizan,Bosnia and Herzegovina
Anderson Varejao,Forward,"'6'11""",260,FC Barcelona,Brazil
Jarvis Varnado,Forward-Center,"'6'9""",230,Mississippi State,USA
Greivis Vasquez,Guard,"'6'6""",217,Maryland,Venezuela
Devin Vassell,Guard-Forward,"'6'5""",200,Florida State,USA
Charles Vaughn,Guard,"'6'3""",190,Southern Illinois,USA
David Vaughn,Forward,"'6'9""",240,Memphis,USA
Jacque Vaughn,Guard,"'6'1""",190,Kansas,USA
Rashad Vaughn,Guard,"'6'6""",202,UNLV,USA
Virgil Vaughn,Forward,"'6'4""",205,Western Kentucky,USA
Loy Vaught,Forward-Center,"'6'9""",240,Michigan,USA
Bob Verga,Guard,"'6'1""",190,Duke,USA
Peter Verhoeven,Forward,"'6'9""",215,Fresno State,USA
Jan Vesely,Forward,"'7'0""",242,Partizan,Czech Republic
Gundars Vetra,Forward,"'6'6""",195,VEF Riga,Latvia
Sasha Vezenkov,Forward,"'6'8""",225,"Barcelona, Spain",Bulgaria
Joao Vianna,Forward,"'6'9""",215,Travajara,Brazil
Luca Vildoza,Guard,"'6'3""",190,Baskonia,Argentina
Charlie Villanueva,Forward,"'6'11""",232,Connecticut,USA
Gabe Vincent,Guard,"'6'2""",200,California-Santa Barbara,USA
Jay Vincent,Forward,"'6'7""",220,Michigan State,USA
Sam Vincent,Guard,"'6'2""",185,Michigan State,USA
Marcus Vinicius,Forward,"'6'8""",225,Sao Carlos,Brazil
Fred Vinson,Guard,"'6'4""",190,Georgia Tech,USA
Gary Voce,Forward,"'6'9""",240,Notre Dame,USA
Floyd Volker,Forward,"'6'4""",205,Wyoming,USA
Alexander Volkov,Center,"'6'10""",218,Stroitel,Ukraine
Whitey Von Nieda,,',,Penn State,USA
Noah Vonleh,Forward,"'6'10""",257,Indiana,USA
Jake Voskuhl,Center,"'6'11""",255,Connecticut,USA
Danny Vranes,Forward,"'6'7""",210,Utah,USA
Slavko Vranes,Center,"'7'5""",275,Buducnost,Montenegro
Stojko Vrankovic,Center,"'7'2""",260,Aris,Croatia
Brett Vroman,Center,"'7'0""",220,UNLV,USA
Jackson Vroman,Forward-Center,"'6'10""",220,Iowa State,USA
Nikola Vucevic,Center,"'6'10""",260,Southern California,Montenegro
Sasha Vujacic,Guard,"'6'7""",195,Udine,Slovenia
Dean Wade,Forward-Center,"'6'9""",228,Kansas State,USA
Dwyane Wade,Guard,"'6'4""",220,Marquette,USA
Mark Wade,Guard,"'5'11""",160,UNLV,USA
Von Wafer,Guard,"'6'5""",209,Florida State,USA
Clint Wager,Center,"'6'5""",210,St. Mary's (MN),USA
Dajuan Wagner,Guard,"'6'3""",200,Memphis,USA
Danny Wagner,Guard,"'6'0""",170,Texas,USA
Franz Wagner,Forward,"'6'10""",220,Michigan,Germany
Milt Wagner,Guard,"'6'5""",185,Louisville,USA
Moritz Wagner,Forward-Center,"'6'11""",245,Michigan,Germany
Ish Wainright,Forward,"'6'5""",250,Baylor,USA
Dion Waiters,Guard,"'6'3""",210,Syracuse,USA
Granville Waiters,Center,"'6'11""",225,Ohio State,USA
Andre Wakefield,Guard,"'6'2""",175,Loyola-Chicago,USA
Neal Walk,Center,"'6'10""",220,Florida,USA
Andy Walker,Guard,"'6'4""",190,Niagara,USA
Antoine Walker,Forward,"'6'9""",245,Kentucky,USA
Brady Walker,Forward,"'6'6""",205,Brigham Young,USA
Chet Walker,Forward,"'6'7""",212,Bradley,USA
Darrell Walker,Guard,"'6'4""",180,Arkansas,USA
Foots Walker,Guard,"'6'1""",172,West Georgia,USA
Henry Walker,Forward,"'6'6""",235,Kansas State,USA
Horace Walker,Forward,"'6'3""",210,Michigan State,USA
Jabari Walker,Forward,"'6'7""",227,Colorado,USA
Jarace Walker,Forward,"'6'7""",235,Houston,USA
Jimmy Walker,Guard,"'6'3""",195,Providence,USA
Kemba Walker,Guard,"'6'0""",184,Connecticut,USA
Kenny Walker,Forward,"'6'8""",210,Kentucky,USA
MJ Walker,Guard,"'6'5""",213,Florida State,USA
Phil Walker,Guard,"'6'3""",180,Millersville,USA
Samaki Walker,Forward,"'6'9""",260,Louisville,USA
Wally Walker,Forward,"'6'8""",190,Virginia,USA
Lonnie Walker IV,Guard-Forward,"'6'4""",204,Miami,USA
John Wall,Guard,"'6'3""",210,Kentucky,USA
Ben Wallace,Forward-Center,"'6'9""",240,Virginia Union,USA
Cason Wallace,Guard,"'6'3""",195,Kentucky,USA
Gerald Wallace,Forward,"'6'7""",220,Alabama,USA
John Wallace,Forward,"'6'9""",225,Syracuse,USA
Michael Wallace,Guard,"'6'1""",185,Scranton,USA
Rasheed Wallace,Forward-Center,"'6'11""",230,North Carolina,USA
Tyrone Wallace,Guard,"'6'5""",198,California,USA
Dwight Waller,Forward,"'6'6""",220,Tennessee State,USA
Jamie Waller,Forward,"'6'4""",215,Virginia Union,USA
Jim Walsh,Forward,"'6'4""",195,Stanford,USA
Jordan Walsh,Guard,"'6'6""",205,Arkansas,USA
Matt Walsh,Guard-Forward,"'6'6""",220,Florida,USA
Rex Walters,Guard,"'6'4""",190,Kansas,USA
Paul Walther,Guard,"'6'2""",160,Tennessee,USA
Rabbit Walthour,Guard,"'5'11""",163,Benjamin Franklin HS (NY),USA
Bill Walton,Center,"'6'11""",210,UCLA,USA
Lloyd Walton,Guard,"'6'0""",160,Marquette,USA
Luke Walton,Forward,"'6'8""",235,Arizona,USA
Derrick Walton Jr.,Guard,"'6'0""",185,Michigan,USA
Brad Wanamaker,Guard,"'6'3""",210,Pittsburgh,USA
Bobby Wanzer,Guard,"'6'0""",170,Seton Hall,USA
Perry Warbington,Guard,"'6'2""",165,Georgia Southern,USA
Charlie Ward,Guard,"'6'2""",185,Florida State,USA
Gerry Ward,Guard,"'6'4""",195,Boston College,USA
Henry Ward,Guard,"'6'4""",195,Jackson State,USA
Casper Ware,,',,Long Beach State,USA
Jim Ware,Forward,"'6'7""",210,Oklahoma City,USA
Ben Warley,Forward,"'6'5""",200,Tennessee State,USA
Bob Warlick,Guard,"'6'5""",200,Pepperdine,USA
Cornell Warner,Forward,"'6'9""",220,Jackson State,USA
Jameel Warney,Forward,"'6'8""",260,Stony Brook,USA
Johnny Warren,Guard,"'6'3""",180,St. John's (NY),USA
T.J. Warren,Forward,"'6'8""",220,North Carolina State,USA
Willie Warren,Guard,"'6'4""",203,Oklahoma,USA
Bryan Warrick,Guard,"'6'5""",195,St. Joseph's (PA),USA
Hakim Warrick,Forward,"'6'9""",219,Syracuse,USA
Chris Washburn,Center,"'6'11""",225,North Carolina State,USA
Julian Washburn,Forward-Guard,"'6'8""",209,Texas-El Paso,USA
Bobby Washington,Guard,"'5'11""",175,Eastern Kentucky,USA
Darius Washington,Guard,"'6'2""",195,Memphis,USA
Duane Washington,Guard,"'6'4""",195,Middle Tennessee State,USA
Dwayne Washington,Guard,"'6'2""",190,Syracuse,USA
Eric Washington,Forward-Guard,"'6'4""",190,Alabama,USA
Jim Washington,Forward,"'6'7""",210,Villanova,USA
Kermit Washington,Forward,"'6'8""",230,American,USA
P.J. Washington,Forward,"'6'7""",230,Kentucky,USA
Richard Washington,Forward,"'6'10""",220,UCLA,USA
Stan Washington,Guard,"'6'4""",190,San Diego,USA
Wilson Washington,Forward,"'6'9""",227,Old Dominion,USA
Duane Washington Jr.,Guard,"'6'2""",197,Ohio State,Germany
TyTy Washington Jr.,Guard,"'6'3""",195,Kentucky,USA
Yuta Watanabe,Guard-Forward,"'6'9""",215,George Washington,Japan
Tremont Waters,Guard,"'5'10""",175,Louisiana State,USA
Lindy Waters III,Forward,"'6'6""",210,Oklahoma State,USA
Trendon Watford,Forward,"'6'8""",237,Louisiana State,USA
Darryl Watkins,Center,"'6'11""",258,Syracuse,USA
C.J. Watson,Guard,"'6'2""",175,Tennessee,USA
Earl Watson,Guard,"'6'1""",199,UCLA,USA
Jamie Watson,Forward,"'6'7""",190,South Carolina,USA
Paul Watson,Guard,"'6'6""",210,Fresno State,USA
Peyton Watson,Guard,"'6'7""",200,UCLA,USA
Ron Watts,Forward,"'6'6""",210,Wake Forest,USA
Slick Watts,Guard,"'6'1""",175,Xavier of Louisiana,USA
Maalik Wayns,Guard,"'6'1""",195,Villanova,USA
David Wear,Forward,"'6'10""",230,UCLA,USA
Travis Wear,Forward,"'6'10""",225,UCLA,USA
Clar. Weatherspoon,Forward,"'6'7""",270,Southern Mississippi,USA
Nick Weatherspoon,Forward,"'6'7""",195,Illinois,USA
Quinndary Weatherspoon,Guard,"'6'3""",205,Mississippi State,USA
Kyle Weaver,Guard,"'6'6""",201,Washington State,USA
Jeff Webb,Guard,"'6'4""",170,Kansas State,USA
Marcus Webb,Forward,"'6'9""",255,Alabama,USA
Spud Webb,Guard,"'5'6""",133,North Carolina State,USA
James Webb III,Forward,"'6'9""",202,Boise State,USA
Chris Webber,Forward-Center,"'6'10""",245,Michigan,USA
Briante Weber,Guard,"'6'2""",165,Virginia Commonwealth,USA
Forest Weber,Center,"'6'6""",225,Purdue,USA
Jeff Webster,Forward,"'6'8""",232,Oklahoma,USA
Martell Webster,Forward-Guard,"'6'7""",230,Seattle Preparatory HS (WA),USA
Marvin Webster,Center,"'7'1""",225,Morgan State,USA
Scott Wedman,Forward,"'6'7""",215,Colorado,USA
Sonny Weems,Guard-Forward,"'6'6""",205,Arkansas,USA
Dick Wehr,Forward,"'6'4""",180,Rice,USA
Brant Weidner,Forward,"'6'9""",230,William & Mary,USA
Bob Weiss,Guard,"'6'3""",180,Penn State,USA
Rick Weitzman,Guard,"'6'2""",175,Northeastern,USA
Bonzi Wells,Guard-Forward,"'6'5""",210,Ball State,USA
Bubba Wells,Forward,"'6'5""",230,Austin Peay,USA
Owen Wells,Forward,"'6'7""",200,Detroit,USA
Ralph Wells,Guard,"'6'1""",180,Northwestern,USA
Chris Welp,Center,"'7'0""",245,Washington,USA
Jiri Welsch,Forward,"'6'7""",208,Union Olimpija,Czech Republic
Thomas Welsh,Center,"'7'0""",255,UCLA,USA
Victor Wembanyama,Forward-Center,"'7'4""",210,Metropolitans 92,France
Bill Wennington,Center,"'7'0""",245,St. John's (NY),USA
Matt Wenstrom,Center,"'7'1""",250,North Carolina,USA
Robert Werdann,Center,"'6'11""",250,St. John's (NY),USA
Ray Wertis,Guard,"'5'11""",,St. John's (NY),USA
Blake Wesley,Guard,"'6'3""",185,Notre Dame,USA
David Wesley,Guard,"'6'1""",203,Baylor,USA
Walt Wesley,Center,"'6'11""",220,Kansas,USA
David West,Forward,"'6'9""",250,Xavier,USA
Delonte West,Guard,"'6'3""",180,St. Joseph's (PA),USA
Doug West,Guard,',,Villanova,USA
Jerry West,Guard,"'6'3""",175,West Virginia,USA
Mario West,Guard,"'6'5""",210,Georgia Tech,USA
Mark West,Center,"'6'10""",230,Old Dominion,USA
Roland West,Guard,"'6'4""",178,Cincinnati,USA
Russell Westbrook,Guard,"'6'4""",200,UCLA,USA
Paul Westphal,Guard,"'6'4""",195,Southern California,USA
John Wetzel,Guard,"'6'5""",190,Virginia Tech,USA
Robert Whaley,Center,"'6'10""",260,Walsh,USA
Ennis Whatley,Guard,"'6'3""",177,Alabama,USA
DeJuan Wheat,Guard,"'6'0""",165,Louisville,USA
Clinton Wheeler,Guard,"'6'1""",185,William Paterson,USA
Tyson Wheeler,Guard,"'5'10""",165,Rhode Island,USA
Lucian Whitaker,Guard,"'6'1""",180,Kentucky,USA
Coby White,Guard,"'6'5""",195,North Carolina,USA
DJ White,Forward,"'6'9""",250,Indiana,USA
Derrick White,Guard,"'6'4""",190,Colorado,USA
Eric White,Forward,"'6'8""",200,Pepperdine,USA
Herb White,Guard,"'6'2""",195,Georgia,USA
Hubie White,Guard,"'6'4""",205,Villanova,USA
Jack White,Forward,"'6'6""",225,Duke,Australia
Jahidi White,Center-Forward,"'6'9""",290,Georgetown,USA
James White,Guard-Forward,"'6'7""",215,Cincinnati,USA
Jojo White,Guard,"'6'3""",190,Kansas,USA
Okaro White,Forward,"'6'8""",205,Florida State,USA
Randy White,Forward,"'6'8""",240,Louisiana Tech,USA
Rodney White,Forward,"'6'9""",230,North Carolina-Charlotte,USA
Rory White,Forward,"'6'8""",210,South Alabama,USA
Royce White,Forward,"'6'8""",260,Iowa State,USA
Rudy White,Guard,"'6'2""",195,Arizona State,USA
Terrico White,Guard,"'6'5""",213,Mississippi,USA
Tony White,Guard,"'6'2""",170,Tennessee,USA
Willie White,Guard,"'6'3""",195,Tennessee-Chattanooga,USA
Andrew White III,Forward,"'6'7""",210,Syracuse,USA
Dariq Whitehead,Forward,"'6'6""",220,Duke,USA
Isaiah Whitehead,Guard,"'6'4""",213,Seton Hall,USA
Jerome Whitehead,Center,"'6'10""",220,Marquette,USA
Donald Whiteside,Guard,"'5'10""",160,Northern Illinois,USA
Hassan Whiteside,Center,"'7'0""",265,Marshall,USA
Dwayne Whitfield,Forward,"'6'7""",240,Jackson State,USA
Cam Whitmore,Forward,"'6'7""",230,Villanova,USA
Charles Whitney,Forward,"'6'5""",235,North Carolina State,USA
Chris Whitney,Guard,"'6'0""",175,Clemson,USA
Greg Whittington,Forward,"'6'8""",210,Georgetown,USA
Shayne Whittington,Forward-Center,"'6'11""",250,Western Michigan,USA
Sidney Wicks,Forward,"'6'9""",225,UCLA,USA
Murray Wier,Guard,"'5'9""",155,Iowa,USA
Bob Wiesenhahn,Forward,"'6'4""",215,Cincinnati,USA
Joe Wieskamp,Guard-Forward,"'6'6""",205,Iowa,USA
Aaron Wiggins,Guard,"'6'5""",190,Maryland,USA
Andrew Wiggins,Forward,"'6'7""",197,Kansas,Canada
Mitchell Wiggins,Guard,"'6'4""",185,Florida State,USA
Lindell Wigginton,Guard,"'6'1""",189,Iowa State,Canada
Ken Wilburn,Forward,"'6'6""",195,Central State,USA
C.J. Wilcox,Guard,"'6'5""",195,Washington,USA
Chris Wilcox,Forward-Center,"'6'10""",235,Maryland,USA
D.C. Wilcutt,Guard,"'6'2""",165,St. Louis,USA
Gene Wiley,Center,"'6'10""",210,Wichita State,USA
Jacob Wiley,Forward,"'6'8""",223,Eastern Washington,USA
Michael Wiley,Forward,"'6'9""",200,Long Beach State,USA
Morlon Wiley,Guard,"'6'4""",185,Long Beach State,USA
Win Wilfong,Guard,"'6'2""",185,Memphis,USA
Lenny Wilkens,Guard,"'6'1""",180,Providence,USA
Bob Wilkerson,Guard,"'6'6""",195,Indiana,USA
Jamaal Wilkes,Forward,"'6'6""",190,UCLA,USA
James Wilkes,Forward,"'6'7""",195,UCLA,USA
Damien Wilkins,Guard-Forward,"'6'6""",217,Georgia,USA
Dominique Wilkins,Forward,"'6'8""",230,Georgia,USA
Eddielee Wilkins,Center,"'6'10""",220,Gardner-Webb,USA
Gerald Wilkins,Guard,"'6'6""",185,Tennessee-Chattanooga,USA
Jeff Wilkins,Center,"'6'10""",230,Illinois State,USA
Dale Wilkinson,Forward,"'6'10""",220,Idaho State,USA
Mike Wilks,Guard,"'5'10""",180,Rice,USA
Aaron Williams,Center-Forward,"'6'9""",235,Xavier,USA
Alan Williams,Forward-Center,"'6'8""",265,Cal-Santa Barbara,USA
Alondes Williams,Guard,"'6'4""",210,Wake Forest,USA
Alvin Williams,Guard,"'6'5""",195,Villanova,USA
Arthur Williams,Guard,"'6'1""",180,California State-Poly Pomona,USA
Bernie Williams,Guard,"'6'3""",175,La Salle,USA
Bob Williams,Forward,"'6'6""",230,Florida A&M,USA
Brandon Williams,Forward,"'6'6""",215,Davidson,USA
Brandon Williams,Guard,"'6'1""",190,Arizona,USA
Buck Williams,Forward,"'6'8""",225,Maryland,USA
C.J. Williams,Guard,"'6'5""",226,North Carolina State,USA
Chuck Williams,Guard,"'6'2""",175,Colorado,USA
Chuckie Williams,Guard,"'6'3""",180,Kansas State,USA
Cliff Williams,Guard,"'6'3""",180,Bowling Green,USA
Corey Williams,Guard,"'6'3""",190,Oklahoma State,USA
Deron Williams,Guard,"'6'3""",200,Illinois,USA
Derrick Williams,Forward,"'6'8""",240,Arizona,USA
Don Williams,Guard,"'6'2""",180,Notre Dame,USA
Donovan Williams,Guard,"'6'6""",190,UNLV,USA
Earl Williams,Center,"'6'7""",230,Winston-Salem State,USA
Elliot Williams,Guard,"'6'5""",190,Memphis,USA
Eric Williams,Guard-Forward,"'6'8""",220,Providence,USA
Frank Williams,Guard,"'6'3""",212,Illinois,USA
Freeman Williams,Guard,"'6'4""",190,Portland State,USA
Grant Williams,Forward,"'6'6""",236,Tennessee,USA
Gus Williams,Guard,"'6'2""",175,Southern California,USA
Guy Williams,Forward,"'6'9""",200,Washington State,USA
Herb Williams,Center,"'6'11""",260,Ohio State,USA
Hot Rod Williams,Center,"'6'11""",245,Tulane,USA
Jalen Williams,Guard-Forward,"'6'5""",211,Santa Clara,USA
Jason Williams,Guard,"'6'1""",180,Florida,USA
Jawad Williams,Forward,"'6'9""",225,North Carolina,USA
Jay Williams,Guard,"'6'2""",195,Duke,USA
Jaylin Williams,Forward,"'6'9""",240,Arkansas,USA
Jayson Williams,Forward,"'6'9""",240,St. John's (NY),USA
Jerome Williams,Forward-Center,"'6'9""",206,Georgetown,USA
John Williams,Forward,"'6'8""",235,Louisiana State,USA
Johnathan Williams,Forward,"'6'9""",228,Gonzaga,USA
Jordan Williams,Center,"'6'10""",260,Maryland,USA
Justin Williams,Forward-Center,"'6'10""",260,Wyoming,USA
Kenny Williams,Forward,"'6'9""",205,Elizabeth City State,USA
Kenrich Williams,Guard-Forward,"'6'6""",210,TCU,USA
Kevin Williams,Guard,"'6'2""",175,St. John's (NY),USA
Lorenzo Williams,Forward,"'6'9""",200,Stetson,USA
Lou Williams,Guard,"'6'2""",175,South Gwinnett HS (GA),USA
Marcus Williams,Guard,"'6'3""",205,Connecticut,USA
Marcus Williams,Guard,"'6'7""",207,Arizona,USA
Mark Williams,Center,"'7'0""",240,Duke,USA
Marvin Williams,Forward,"'6'8""",237,North Carolina,USA
Micheal Williams,Guard,"'6'2""",175,Baylor,USA
Mike Williams,Guard,"'6'8""",255,Bradley,USA
Milt Williams,Guard,"'6'2""",182,Lincoln (MO),USA
Mo Williams,Guard,"'6'1""",198,Alabama,USA
Monty Williams,Forward,"'6'8""",225,Notre Dame,USA
Nate Williams,Guard,"'6'4""",215,Utah State,USA
Nate Williams,Guard,"'6'5""",205,Buffalo,USA
Patrick Williams,Forward,"'6'7""",215,Florida State,USA
Pete Williams,Forward,"'6'7""",190,Arizona,USA
Ray Williams,Guard,"'6'3""",188,Minnesota,USA
Reggie Williams,,',,Georgetown,USA
Reggie Williams,Forward,"'6'6""",205,Virginia Military Institute,USA
Rickey Williams,Guard,"'6'1""",175,Long Beach State,USA
Rob Williams,Guard,"'6'2""",175,Houston,USA
Ron Williams,Guard,"'6'3""",188,West Virginia,USA
Sam Williams,Guard,"'6'3""",180,Iowa,USA
Samuel Williams,Forward,"'6'8""",210,Arizona State,USA
Scott Williams,Forward-Center,"'6'10""",260,North Carolina,USA
Sean Williams,Forward-Center,"'6'10""",235,Boston College,USA
Shammond Williams,Guard,"'6'1""",201,North Carolina,USA
Shawne Williams,Forward,"'6'10""",230,Memphis,USA
Shelden Williams,Center-Forward,"'6'9""",250,Duke,USA
Sly Williams,Forward,"'6'7""",210,Rhode Island,USA
Terrence Williams,Guard-Forward,"'6'6""",220,Louisville,USA
Travis Williams,Forward,"'6'6""",215,South Carolina State,USA
Troy Williams,Forward,"'6'7""",218,Indiana,USA
Walt Williams,Forward-Guard,"'6'8""",230,Maryland,USA
Ward Williams,Forward,"'6'4""",195,Indiana,USA
Willie Williams,Forward,"'6'7""",200,Florida State,USA
Ziaire Williams,Forward,"'6'9""",185,Stanford,USA
Robert Williams III,Center-Forward,"'6'9""",249,Texas A&M,USA
Matt Williams Jr.,Guard,"'6'5""",210,Central Florida,USA
Vince Williams Jr.,Guard,"'6'4""",205,Virginia Commonwealth,USA
Nigel Williams-Goss,Guard,"'6'2""",190,Gonzaga,USA
Corliss Williamson,Forward,"'6'7""",245,Arkansas,USA
John Williamson,Guard,"'6'2""",185,New Mexico State,USA
Zion Williamson,Forward,"'6'6""",284,Duke,USA
Kevin Willis,Center-Forward,"'7'0""",245,Michigan State,USA
Bill Willoughby,Forward,"'6'8""",205,Dwight Morrow HS (NJ),USA
Dedric Willoughby,Guard,"'6'3""",180,Iowa State,USA
Bob Wilson,Guard,"'6'4""",185,West Virginia State,USA
Bobby Wilson,Guard,"'6'2""",175,Wichita State,USA
D.J. Wilson,Forward,"'6'10""",231,Michigan,USA
George Wilson,Center,"'6'8""",225,Cincinnati,USA
Isaiah Wilson,Guard,"'6'2""",175,Baltimore,USA
Jalen Wilson,Forward,"'6'6""",220,Kansas,USA
Jamil Wilson,Forward,"'6'7""",229,Marquette,USA
Mike Wilson,Guard,"'6'3""",175,Marquette,USA
Nikita Wilson,Forward,"'6'8""",200,Louisiana State,USA
Othell Wilson,Guard,"'6'0""",190,Virginia,USA
Rick Wilson,Guard,"'6'4""",200,Louisville,USA
Ricky Wilson,Guard,"'6'3""",195,George Mason,USA
Thomas Wilson,Guard,"'6'3""",175,Western Carolina,USA
Trevor Wilson,Forward,"'6'7""",210,UCLA,USA
Kyle Wiltjer,Forward,"'6'10""",240,Gonzaga,Canada
Kennard Winchester,Forward,"'6'5""",210,Averett,USA
Tony Windis,Guard,"'6'1""",160,Wyoming,USA
Dylan Windler,Guard-Forward,"'6'7""",196,Belmont,USA
John Windsor,Forward,"'6'8""",215,Stanford,USA
Lee Winfield,Guard,"'6'2""",174,North Texas,USA
David Wingate,Guard-Forward,"'6'5""",187,Georgetown,USA
Dontonio Wingfield,Forward,"'6'8""",256,Cincinnati,USA
Harthorne Wingo,Forward,"'6'6""",210,Friendship (SC),USA
Marv Winkler,Guard,"'6'1""",164,Louisiana-Lafayette,USA
Justise Winslow,Forward-Guard,"'6'6""",222,Duke,USA
Rickie Winslow,Forward,"'6'8""",225,Houston,USA
Cassius Winston,Guard,"'6'1""",185,Michigan State,USA
Trevor Winter,Center,"'7'0""",275,Minnesota,USA
Brian Winters,Guard,"'6'4""",185,South Carolina,USA
Voise Winters,Forward,"'6'8""",200,Bradley,USA
Willie Wise,Forward,"'6'6""",210,Drake,USA
James Wiseman,Center,"'6'11""",240,Memphis,USA
Jeff Withey,Center,"'7'0""",230,Kansas,USA
Luke Witte,Center,"'7'0""",235,Ohio State,USA
Randy Wittman,Guard,"'6'6""",210,Indiana,USA
Garry Witts,Guard,"'6'7""",190,Holy Cross,USA
Dave Wohl,Guard,"'6'2""",185,Pennsylvania,USA
Joe Wolf,Forward,"'6'11""",230,North Carolina,USA
Ruben Wolkowyski,Forward,"'6'10""",275,Estudiantes de Olavarria,Argentina
Nate Wolters,Guard,"'6'4""",190,South Dakota State,USA
Isaiah Wong,Guard,"'6'3""",185,Miami,USA
Al Wood,Guard,"'6'6""",193,North Carolina,USA
Bob Wood,Guard,"'5'10""",,Northern Illinois,USA
Christian Wood,Forward,"'6'8""",214,UNLV,USA
David Wood,Forward,"'6'9""",230,Nevada,USA
Howard Wood,Forward,"'6'7""",235,Tennessee,USA
Leon Wood,Guard,"'6'3""",185,California State-Fullerton,USA
Robert Woodard II,Forward,"'6'6""",235,Mississippi State,USA
Loren Woods,Center,"'7'2""",260,Arizona,USA
Qyntel Woods,Forward-Guard,"'6'8""",220,Northeast Mississippi CC,USA
Randy Woods,Guard,"'5'10""",185,La Salle,USA
Mike Woodson,Guard,"'6'5""",195,Indiana,USA
Orlando Woolridge,Forward,"'6'9""",215,Notre Dame,USA
Kenny Wooten,Forward,"'6'8""",235,Oregon,USA
Haywoode Workman,Guard,"'6'2""",180,Oral Roberts,USA
Mark Workman,Center,"'6'9""",215,West Virginia,USA
Tom Workman,Forward,"'6'7""",218,Seattle,USA
Metta World Peace,Forward,"'6'7""",260,St. John's (NY),USA
Sam Worthen,Guard,"'6'5""",195,Marquette,USA
James Worthy,Forward,"'6'9""",225,North Carolina,USA
Antoine Wright,Forward-Guard,"'6'7""",215,Texas A&M,USA
Bracey Wright,Guard,"'6'3""",201,Indiana,USA
Brad Wright,Forward,"'6'11""",225,UCLA,USA
Brandan Wright,Forward-Center,"'6'10""",235,North Carolina,USA
Chris Wright,Forward,"'6'9""",226,Dayton,USA
Chris Wright,Guard,"'6'1""",210,Georgetown,USA
Delon Wright,Guard,"'6'5""",185,Utah,USA
Dorell Wright,Forward-Guard,"'6'9""",205,South Kent HS (CT),USA
Howard Wright,Forward,"'6'8""",220,Stanford,USA
Joby Wright,Forward,"'6'8""",220,Indiana,USA
Julian Wright,Forward,"'6'8""",225,Kansas,USA
Larry Wright,Guard,"'6'1""",160,Grambling,USA
Lorenzen Wright,Forward-Center,"'6'11""",255,Memphis,USA
Luther Wright,Center,"'7'2""",270,Seton Hall,USA
Moses Wright,Forward,"'6'8""",226,Georgia Tech,USA
Sharone Wright,Center,"'6'11""",260,Clemson,USA
McKinley Wright IV,Guard,"'5'11""",192,Colorado,USA
Justin Wright-Foreman,Guard,"'6'0""",190,Hofstra,USA
Tony Wroten,Guard,"'6'6""",205,Washington,USA
A.J. Wynder,Guard,"'6'2""",180,Fairfield,USA
Guerschon Yabusele,Forward,"'6'8""",260,Rouen Metropole,France
Yao Ming,Center,"'7'6""",310,Shanghai,China
Vincent Yarbrough,Forward,"'6'7""",210,Tennessee,USA
George Yardley,Forward,"'6'5""",190,Stanford,USA
Barry Yates,Forward,"'6'7""",215,Maryland,USA
Wayne Yates,Center,"'6'8""",235,Memphis,USA
Charlie Yelverton,Guard,"'6'2""",190,Fordham,USA
Yi Jianlian,Forward,"'7'0""",250,Guangdong,China
Rich Yonakor,Forward,"'6'9""",220,North Carolina,USA
Gabe York,Guard,"'6'3""",190,Arizona,USA
Danny Young,Guard,"'6'4""",175,Wake Forest,USA
James Young,Guard-Forward,"'6'6""",215,Kentucky,USA
Joe Young,Guard,"'6'2""",185,Oregon,USA
Korleone Young,Forward,"'6'7""",213,Hargrave Military Academy (KS),USA
Michael Young,Guard,"'6'7""",220,Houston,USA
Nick Young,Guard-Forward,"'6'7""",210,Southern California,USA
Perry Young,Guard,"'6'5""",210,Virginia Tech,USA
Sam Young,Forward-Guard,"'6'6""",225,Pittsburgh,USA
Thaddeus Young,Forward,"'6'8""",225,Georgia Tech,USA
Tim Young,Center,"'7'2""",270,Stanford,USA
Trae Young,Guard,"'6'1""",164,Oklahoma,USA
Omer Yurtseven,Center,"'6'11""",275,Georgetown,Turkey
